period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2015,REPRB,Renewable energy production,AR,Arkansas,96786,Billion Btu
2015,REPRB,Renewable energy production,RI,Rhode Island,4646,Billion Btu
2015,REPRB,Renewable energy production,OK,Oklahoma,88563,Billion Btu
2015,REPRB,Renewable energy production,US,United States,6845928,Billion Btu
2015,REPRB,Renewable energy production,ID,Idaho,87819,Billion Btu
2015,REPRB,Renewable energy production,VA,Virginia,130604,Billion Btu
2015,REPRB,Renewable energy production,CO,Colorado,69069,Billion Btu
2015,REPRB,Renewable energy production,AL,Alabama,200689,Billion Btu
2015,REPRB,Renewable energy production,AZ,Arizona,59093,Billion Btu
2015,REPRB,Renewable energy production,KY,Kentucky,55147,Billion Btu
2015,REPRB,Renewable energy production,TN,Tennessee,124355,Billion Btu
2015,REPRB,Renewable energy production,NJ,New Jersey,32843,Billion Btu
2015,REPRB,Renewable energy production,ME,Maine,133762,Billion Btu
2015,REPRB,Renewable energy production,HI,Hawaii,15204,Billion Btu
2015,REPRB,Renewable energy production,OH,Ohio,154186,Billion Btu
2015,REPRB,Renewable energy production,PA,Pennsylvania,163338,Billion Btu
2015,REPRB,Renewable energy production,DC,District of Columbia,632,Billion Btu
2015,REPRB,Renewable energy production,DE,Delaware,2729,Billion Btu
2015,REPRB,Renewable energy production,VT,Vermont,29752,Billion Btu
2015,REPRB,Renewable energy production,CA,California,391307,Billion Btu
2015,REPRB,Renewable energy production,MT,Montana,54987,Billion Btu
2015,REPRB,Renewable energy production,MS,Mississippi,60409,Billion Btu
2015,REPRB,Renewable energy production,MI,Michigan,185784,Billion Btu
2015,REPRB,Renewable energy production,MD,Maryland,32750,Billion Btu
2015,REPRB,Renewable energy production,WI,Wisconsin,200504,Billion Btu
2015,REPRB,Renewable energy production,MA,Massachusetts,48868,Billion Btu
2015,REPRB,Renewable energy production,MO,Missouri,89187,Billion Btu
2015,REPRB,Renewable energy production,CT,Connecticut,30165,Billion Btu
2015,REPRB,Renewable energy production,IL,Illinois,290705,Billion Btu
2015,REPRB,Renewable energy production,LA,Louisiana,147818,Billion Btu
2015,REPRB,Renewable energy production,UT,Utah,12608,Billion Btu
2015,REPRB,Renewable energy production,SD,South Dakota,182086,Billion Btu
2015,REPRB,Renewable energy production,KS,Kansas,112288,Billion Btu
2015,REPRB,Renewable energy production,WV,West Virginia,21627,Billion Btu
2015,REPRB,Renewable energy production,IA,Iowa,655375,Billion Btu
2015,REPRB,Renewable energy production,NY,New York,227757,Billion Btu
2015,REPRB,Renewable energy production,NV,Nevada,30886,Billion Btu
2015,REPRB,Renewable energy production,NC,North Carolina,133363,Billion Btu
2015,REPRB,Renewable energy production,NM,New Mexico,21304,Billion Btu
2015,REPRB,Renewable energy production,SC,South Carolina,113404,Billion Btu
2015,REPRB,Renewable energy production,NH,New Hampshire,51195,Billion Btu
2015,REPRB,Renewable energy production,FL,Florida,220076,Billion Btu
2015,REPRB,Renewable energy production,MN,Minnesota,282999,Billion Btu
2015,REPRB,Renewable energy production,WY,Wyoming,22549,Billion Btu
2014,RETCB,Renewable energy total consumption,AL,Alabama,236151,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,18024,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,15748,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,30036,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,24253,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,2012,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,8384,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,27270,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,9039,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,30535,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,11841,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,3552,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,12400,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,11867,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,5518,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,9606,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,1370,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,19923,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,20574,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,19347,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,3496,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,14601,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,26253,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,8358,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,3814,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,US,United States,697378,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,4594,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,6952,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,1405,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,CA,California,69155,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,17396,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,51232,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,16654,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,24485,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,1067,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,2572,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,20649,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,7823,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,79,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,6519,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,20116,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,20716,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,2568,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,4083,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,17897,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,1708,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,10010,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,7894,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,16496,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,6374,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,5188,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,12493,Billion Btu
2014,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,3434,Billion Btu
2014,REPRB,Renewable energy production,ND,North Dakota,85175,Billion Btu
2014,REPRB,Renewable energy production,NJ,New Jersey,42333,Billion Btu
2014,REPRB,Renewable energy production,OR,Oregon,222513,Billion Btu
2014,REPRB,Renewable energy production,TX,Texas,296615,Billion Btu
2014,REPRB,Renewable energy production,IL,Illinois,306069,Billion Btu
2014,REPRB,Renewable energy production,NV,Nevada,27666,Billion Btu
2014,REPRB,Renewable energy production,IA,Iowa,622027,Billion Btu
2014,REPRB,Renewable energy production,UT,Utah,10930,Billion Btu
2014,REPRB,Renewable energy production,SD,South Dakota,173960,Billion Btu
2014,REPRB,Renewable energy production,US,United States,6835588,Billion Btu
2014,REPRB,Renewable energy production,MA,Massachusetts,49666,Billion Btu
2014,REPRB,Renewable energy production,AK,Alaska,9480,Billion Btu
2014,REPRB,Renewable energy production,AL,Alabama,213006,Billion Btu
2014,REPRB,Renewable energy production,LA,Louisiana,162543,Billion Btu
2014,REPRB,Renewable energy production,KS,Kansas,113440,Billion Btu
2014,REPRB,Renewable energy production,ME,Maine,128587,Billion Btu
2014,REPRB,Renewable energy production,OH,Ohio,156342,Billion Btu
2014,REPRB,Renewable energy production,FL,Florida,227832,Billion Btu
2014,REPRB,Renewable energy production,VA,Virginia,129928,Billion Btu
2014,REPRB,Renewable energy production,AZ,Arizona,54242,Billion Btu
2014,REPRB,Renewable energy production,WI,Wisconsin,191505,Billion Btu
2014,REPRB,Renewable energy production,WV,West Virginia,33573,Billion Btu
2014,REPRB,Renewable energy production,WA,Washington,411829,Billion Btu
2014,REPRB,Renewable energy production,CT,Connecticut,29188,Billion Btu
2014,REPRB,Renewable energy production,NH,New Hampshire,44518,Billion Btu
2014,REPRB,Renewable energy production,HI,Hawaii,15174,Billion Btu
2014,REPRB,Renewable energy production,NE,Nebraska,283984,Billion Btu
2014,REPRB,Renewable energy production,AR,Arkansas,103703,Billion Btu
2014,REPRB,Renewable energy production,PA,Pennsylvania,157635,Billion Btu
2014,REPRB,Renewable energy production,IN,Indiana,202728,Billion Btu
2014,REPRB,Renewable energy production,CA,California,407848,Billion Btu
2014,REPRB,Renewable energy production,OK,Oklahoma,81514,Billion Btu
2014,REPRB,Renewable energy production,RI,Rhode Island,4208,Billion Btu
2014,REPRB,Renewable energy production,MD,Maryland,39201,Billion Btu
2014,REPRB,Renewable energy production,CO,Colorado,67511,Billion Btu
2014,REPRB,Renewable energy production,TN,Tennessee,123812,Billion Btu
2014,REPRB,Renewable energy production,SC,South Carolina,121280,Billion Btu
2014,REPRB,Renewable energy production,GA,Georgia,247171,Billion Btu
2014,REPRB,Renewable energy production,MN,Minnesota,277897,Billion Btu
2014,REPRB,Renewable energy production,DC,District of Columbia,158,Billion Btu
2014,REPRB,Renewable energy production,ID,Idaho,83526,Billion Btu
2014,REPRB,Renewable energy production,MO,Missouri,101235,Billion Btu
2014,REPRB,Renewable energy production,VT,Vermont,23421,Billion Btu
2014,REPRB,Renewable energy production,MT,Montana,52018,Billion Btu
2014,REPRB,Renewable energy production,MI,Michigan,169113,Billion Btu
2014,REPRB,Renewable energy production,KY,Kentucky,62461,Billion Btu
2014,REPRB,Renewable energy production,NY,New York,212086,Billion Btu
2014,REPRB,Renewable energy production,DE,Delaware,3456,Billion Btu
2014,REPRB,Renewable energy production,NC,North Carolina,140087,Billion Btu
2014,REPRB,Renewable energy production,NM,New Mexico,23315,Billion Btu
2014,REPRB,Renewable energy production,WY,Wyoming,21967,Billion Btu
2014,REPRB,Renewable energy production,MS,Mississippi,64555,Billion Btu
2014,RETCB,Renewable energy total consumption,TX,Texas,385070,Billion Btu
2014,RETCB,Renewable energy total consumption,ID,Idaho,83287,Billion Btu
2014,RETCB,Renewable energy total consumption,AZ,Arizona,73811,Billion Btu
2014,RETCB,Renewable energy total consumption,WA,Washington,428271,Billion Btu
2014,RETCB,Renewable energy total consumption,CT,Connecticut,41985,Billion Btu
2014,RETCB,Renewable energy total consumption,TN,Tennessee,139694,Billion Btu
2014,RETCB,Renewable energy total consumption,CO,Colorado,71763,Billion Btu
2014,RETCB,Renewable energy total consumption,OK,Oklahoma,96417,Billion Btu
2014,RETCB,Renewable energy total consumption,IA,Iowa,301879,Billion Btu
2014,RETCB,Renewable energy total consumption,SC,South Carolina,142830,Billion Btu
2014,RETCB,Renewable energy total consumption,AK,Alaska,12452,Billion Btu
2014,RETCB,Renewable energy total consumption,AR,Arkansas,115500,Billion Btu
2014,RETCB,Renewable energy total consumption,CA,California,560848,Billion Btu
2014,RETCB,Renewable energy total consumption,WY,Wyoming,23842,Billion Btu
2014,RETCB,Renewable energy total consumption,SD,South Dakota,92365,Billion Btu
2014,RETCB,Renewable energy total consumption,ND,North Dakota,57967,Billion Btu
2014,RETCB,Renewable energy total consumption,NH,New Hampshire,50712,Billion Btu
2014,RETCB,Renewable energy total consumption,ME,Maine,135275,Billion Btu
2014,RETCB,Renewable energy total consumption,WV,West Virginia,40725,Billion Btu
2014,RETCB,Renewable energy total consumption,MN,Minnesota,211431,Billion Btu
2014,RETCB,Renewable energy total consumption,GA,Georgia,277119,Billion Btu
2014,RETCB,Renewable energy total consumption,MA,Massachusetts,74701,Billion Btu
2014,RETCB,Renewable energy total consumption,UT,Utah,18376,Billion Btu
2014,RETCB,Renewable energy total consumption,KY,Kentucky,77402,Billion Btu
2014,RETCB,Renewable energy total consumption,NJ,New Jersey,79251,Billion Btu
2014,RETCB,Renewable energy total consumption,NY,New York,251855,Billion Btu
2014,RETCB,Renewable energy total consumption,NV,Nevada,36352,Billion Btu
2014,RETCB,Renewable energy total consumption,NM,New Mexico,29756,Billion Btu
2014,RETCB,Renewable energy total consumption,IN,Indiana,138689,Billion Btu
2014,RETCB,Renewable energy total consumption,PA,Pennsylvania,192757,Billion Btu
2014,RETCB,Renewable energy total consumption,MO,Missouri,87044,Billion Btu
2014,RETCB,Renewable energy total consumption,VT,Vermont,26147,Billion Btu
2014,RETCB,Renewable energy total consumption,MS,Mississippi,78041,Billion Btu
2014,RETCB,Renewable energy total consumption,OH,Ohio,152610,Billion Btu
2014,RETCB,Renewable energy total consumption,NE,Nebraska,132152,Billion Btu
2014,RETCB,Renewable energy total consumption,VA,Virginia,161454,Billion Btu
2014,RETCB,Renewable energy total consumption,US,United States,6799010,Billion Btu
2014,RETCB,Renewable energy total consumption,IL,Illinois,215357,Billion Btu
2014,RETCB,Renewable energy total consumption,WI,Wisconsin,170579,Billion Btu
2014,RETCB,Renewable energy total consumption,NC,North Carolina,175197,Billion Btu
2014,RETCB,Renewable energy total consumption,LA,Louisiana,166094,Billion Btu
2014,RETCB,Renewable energy total consumption,RI,Rhode Island,7689,Billion Btu
